id,source_id,dataset,graph,strategy,provenance,tier,n_ann,label,prop,original_entity,perturbed_form,augmented_question,assigned_annotators
cypherbench:1155,36c544c8-7274-4fde-97d3-0eb5b1b218cd,cypherbench,geography,abbrev,llm,1-census,2,Continent,name,South America,S. America,"Provide the names of all countries in S. America, along with the number of rivers that flow through each.",C;E
cypherbench:760,d987b804-24f6-4734-9100-b9ff4b2716c6,cypherbench,company,alias,attested,1-sample,2,Industry,name,footwear industry,shoemakers,"Who are the founders of companies in the shoemakers, and what are their genders?",D;E
cypherbench:1180,d0f18ee6-250a-4e20-a2ac-b91581db6b92,cypherbench,geography,alias,attested,1-sample,2,Ocean,name,Arctic Ocean,Ocean of Tartary,What are the names of rivers that flow into the Ocean of Tartary?,A;B
cypherbench:890,a6dc38a4-24b2-42f0-8447-6f389b493b2b,cypherbench,company,abbrev,llm,1-census,2,Person,place_of_birth,Addis Ababa,Addis,What are the names of individuals born in Addis who have served as board members for companies in the leisure industries?,A;C
cypherbench:109,cb5e298f-9275-42a8-a0a1-c3abeee8dc96,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Brooklyn Nets,BKN,"What are the names of positions played by players drafted by the BKN, and how many such players are there for each position?",A;D
cypherbench:1876,9cc9a70d-62c0-4320-bc63-8ec905245cd9,cypherbench,politics,alias,attested,1-sample,2,Country,name,Romania,Rumania,What are the names of government organizations in Rumania?,A;E
cypherbench:11,4a506094-e930-4c8f-be3e-a72b0d8b280b,cypherbench,nba,alias,attested,1-sample,2,Player,name,Howard Eisley,Howard Jonathan Eisley,How many divisions have teams that Howard Jonathan Eisley has played for?,B;C
cypherbench:60,958ba905-ee0c-4a0f-8a5a-250fab423c92,cypherbench,nba,alias,llm,1-census,2,Division,name,Atlantic Division,the Atlantic,Which conference is the Atlantic part of?,B;D
cypherbench:40,f6e463fd-b5da-40ff-ac8e-f92d6313894b,cypherbench,nba,alias,attested,1-sample,2,Player,name,Billy Lange,William Lange,Are William Lange and Thomas Francis Xavier Smith of the same gender?,B;E
zograscope:1142,2728,zograscope,pole,casing,algorithmic,2-sample,2,Vehicle,model,1 Series,1 series,What was the date of the earliest occurrence of a crime at 184 Malton Avenue that included 1 series vehicles?,C;D
mindthequery:103,Complex_Aggregation_test:135,mindthequery,covid,alias,llm,1-census,2,Place,type,Restaurant,resto,"For each continent, calculate the average duration (in seconds) of visits made by persons with 'Healthy' status to places of type 'resto'.",C;E
cypherbench:1771,69f14a54-3a27-41d2-af32-6321978e5185,cypherbench,politics,alias,attested,1-sample,2,Politician,name,Pino Rauti,Giuseppe Umberto Rauti,"What are the names of all positions held by Giuseppe Umberto Rauti, and how many politicians have held each of those positions at any time?",D;E
cypherbench:35,65b5ad24-2869-44ad-a5f9-18fdb2bf2a66,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Washington Wizards,Wizards,Who are the players who were part of the Wizards roster in the year 1964?,A;B
cypherbench:1669,3f9202cd-d1ce-4580-84a7-290b50458002,cypherbench,movie,abbrev,llm,1-census,2,FilmSeries,name,The Lord of the Rings trilogy,LOTR,How many movies have either won the Academy Award for Best Visual Effects or are part of LOTR?,A;C
zograscope:574,2661,zograscope,pole,partial,algorithmic,2-sample,1,Location,address,150 Bankhall Close,Bankhall Close,What is the date of the initial crime at Bankhall Close probed by Officer Riccioppo?,E
cypherbench:0,2d5f1e6f-ae3c-4e71-8fbe-e05f69294e46,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Chicago Bulls,CHI,How many players have been part of either the Sacramento Kings or the CHI at any time?,A;D
zograscope:139,2119,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,How many PCs probed crimes occurring on 17th August 2017?,A;E
mindthequery:547,Complex_Aggregation_test:12,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Health Professional,HCP,"What is the average age of cases that resulted in 'Other Serious (Important Medical Event)' and were reported by 'HCP', grouped by the gender of the patient?",B;C
zograscope:1057,2567,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,Who are the PCs that have investigated crimes?,B;D
cypherbench:1059,7fcb7800-241f-417b-8fbb-a488f42fd1f6,cypherbench,geography,alias,llm,1-census,2,Mountain,name,Kula Kangri,Kulha Kangri,"List the names of all countries where Kulha Kangri is located, along with the number of drainage basins found in each.",B;E
mindthequery:392,Complex_Retrieval_test:33,mindthequery,er,abbrev,llm,1-census,2,User,gender,Female,F,Retrieve the email addresses of users who use the IP address '181.20.168.229' and have 'F' as their gender.,C;D
cypherbench:1062,9f0b4e4d-b509-49b3-8668-61673c82dd55,cypherbench,geography,alias,attested,1-sample,2,Lake,name,Dongting Lake,Dòngtíng Hú,"What are the names of rivers that flow into another river, which then flows into Dòngtíng Hú, sorted by their length from longest to shortest?",C;E
cypherbench:1174,cbbb5218-1e74-4f05-b8f7-ff4d6650938b,cypherbench,geography,abbrev,attested,1-sample,2,,,People's Republic of China,RPC,"Provide the names of all lakes located in the RPC, along with the number of rivers that flow into each one.",D;E
mindthequery:893,Complex_Retrieval_test:171,mindthequery,healthcare,partial,algorithmic,2-sample,1,Reaction,description,Blood bilirubin increased,bilirubin increased,Retrieve all cases reported by 'Company Representative' where the reaction is 'bilirubin increased' and the outcome is 'Congenital Anomaly'. Return the case IDs.,A
cypherbench:845,5a31825e-63f5-400a-8492-ed4f45208bd5,cypherbench,company,abbrev,attested,1-sample,2,Country,name,France,FR,What is the earliest launch year of companies headquartered in FR?,A;B
mindthequery:675,Complex_Aggregation_test:156,mindthequery,healthcare,alias,llm,1-census,2,,,Physician,Doctor,"Find the total number of cases where the reporter occupation is either 'Doctor' or 'Consumer', grouped by the outcome of the case.",A;C
mindthequery:1016,Complex_Aggregation_test:194,mindthequery,wwc,partial,algorithmic,2-sample,2,Tournament,name,Sweden 1995,Sweden,"For the 'Sweden' tournament, what is the average number of goals scored per team and the total number of matches played?",A;D
cypherbench:292,281f4568-2e58-4d3f-8dff-1ce04afbc0df,cypherbench,flight_accident,abbrev,attested,1-sample,2,FlightAccident,name,Sriwijaya Air Flight 182,SJY182,What are the names of airports from which either SJY182 or Adam Air Flight 574 departed?,A;E
zograscope:1188,2989,zograscope,pole,typo,algorithmic,2-sample,2,Person,name,Frances,Franves,Can you identify all individuals named Franves who received calls on 06/08/2017?,B;C
cypherbench:48,27c8c0f4-feb3-4de2-b801-47b5af2020f3,cypherbench,nba,abbrev,llm,1-census,2,Conference,name,Western Conference,the West,What divisions are in the West?,B;D
cypherbench:2052,7ed17f41-9aee-4e10-9576-2ee84f7f1ee2,cypherbench,politics,abbrev,attested,1-sample,2,PoliticalParty,name,Italian Democratic Socialist Party,PSDI,Provide the names and dates of death of politicians who have led the PSDI and have also served as head of state in Italy.,B;E
cypherbench:1175,919d774a-197d-42ad-b0ed-dde4d0411833,cypherbench,geography,casing,algorithmic,2-sample,2,Ocean,name,Pacific Ocean,pacific ocean,What are the names and areas in square kilometers of drainage basins that include rivers flowing into the pacific ocean?,C;D
mindthequery:965,Complex_Aggregation_test:28,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,France 2019,WWC 2019,"For each squad in the 'WWC 2019' tournament, determine the average age of the players in the squad at the time of the tournament. Return the squad ID and the average age.",C;E
mindthequery:674,Complex_Aggregation_test:155,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Hospital,Hosp.,"For cases reported by 'Hosp.', what is the average age of the patients, grouped by the 'route' of administration of the primary suspect drug?",D;E
cypherbench:1215,56c63afc-6a2d-4068-8b45-a70627f24a51,cypherbench,geography,abbrev,llm,1-census,2,Continent,name,South America,S. America,"What are the names of countries located in S. America, sorted by their area in square kilometers from largest to smallest?",A;B
cypherbench:1192,7ecfda12-dab6-43a4-b15a-24d308d2291f,cypherbench,geography,casing,algorithmic,2-sample,1,Ocean,name,Indian Ocean,indian ocean,What is the maximum vertical depth in meters of the indian ocean?,B
mindthequery:805,Complex_Retrieval_test:76,mindthequery,healthcare,abbrev,llm,1-census,2,Reaction,description,Dyspnoea,SOB,Retrieve all cases where the reported reaction is 'SOB' and the case was reported by 'Health Professional'. Return the primary IDs of these cases.,A;C
zograscope:764,4476,zograscope,pole,abbrev,llm,1-census,2,Vehicle,make,Mercedes-Benz,Merc,How many officers probed a crime with a Merc involved?,A;D
mindthequery:927,Complex_Retrieval_test:208,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,NORMAL SALINE,physiological saline,"Identify cases where the drug 'physiological saline' is a primary suspect and the reaction is 'Blood bicarbonate increased'. Also, retrieve the age of the patient in those cases.",A;E
cypherbench:1327,d41f8d33-8319-4d38-8fd1-9ff2430bf6e3,cypherbench,geography,abbrev,attested,1-sample,2,Country,name,Nepal,NP,"What are the names of mountains located in NP, sorted by elevation from lowest to highest?",B;C
cypherbench:185,27225d97-4d5c-4b73-b28e-05520a7aa9f1,cypherbench,nba,alias,attested,1-sample,2,Team,head_coach,Stephen Silas,Steve Silas,What are the names of teams in the Southwest Division that have Steve Silas as their head coach?,B;D
cypherbench:1087,7eca53b0-8f43-4d3a-87d6-9d20ed25aa5c,cypherbench,geography,alias,attested,1-sample,2,DrainageBasin,name,Rhône basin,Rhone basin,"Which has a larger area in square kilometers, the Abarkuh–Sirjan Basin or the Rhone basin?",B;E
cypherbench:756,885ff11b-d708-451e-80e4-493fdff56895,cypherbench,company,abbrev,llm,1-census,2,Company,name,Best Buy,BBY,Who were the board members of BBY in the year 2009?,C;D
cypherbench:1334,ca466b33-31fd-4ee4-8daf-a88e351f54f1,cypherbench,geography,alias,attested,1-sample,2,Ocean,name,Arctic Ocean,the Northern Ocean,What is the average vertical depth in meters of the Northern Ocean?,C;E
mindthequery:1058,Complex_Retrieval_test:37,mindthequery,wwc,partial,algorithmic,2-sample,2,Tournament,name,Canada 2015,Canada,"For the 'Canada' tournament, find the names of all teams that participated and the number of matches they played in that tournament.",D;E
cypherbench:145,adc5d3af-fd77-4a53-af32-452d9c51f015,cypherbench,nba,alias,attested,1-sample,2,Position,name,point guard,the floor general,"Provide the names of all players who have played as the floor generals, along with the number of teams they have been part of, whether currently or in the past.",A;B
cypherbench:1303,b7f92f7e-02d9-48e9-bded-db25dfc1572a,cypherbench,geography,alias,attested,1-sample,2,River,name,Juan River,Juan Shui,What are the names of rivers that either flow into Dongting Lake or into which the Juan Shui flows?,A;C
cypherbench:1673,e0d942c1-b7c9-44a8-ab19-1ab5e20f890d,cypherbench,movie,abbrev,llm,1-census,2,FilmSeries,name,Pirates of the Caribbean,PotC,What are the names of movies that are part of the PotC series and belong to the swashbuckler film genre?,A;D
zograscope:1158,4400,zograscope,pole,typo,algorithmic,2-sample,1,Person,surname,Nguyen,Nguye,Who are the people living with someone with last name Nguye and related to Nancy?,C
cypherbench:658,c82feac7-d2dc-4bea-97b4-11b498c6f96d,cypherbench,fictional_character,partial,algorithmic,2-sample,1,Location,name,The Stormlands,Stormlands,"Provide the names of all characters born in Stormlands, along with the number of organizations each is a member of.",D
cypherbench:1187,634b1a5c-2951-4285-8b1a-2fb757d2c4af,cypherbench,geography,partial,algorithmic,2-sample,1,DrainageBasin,name,Vorskla River Basin,Vorskla River,"What are the names of drainage basins that are located in the same countries as the Vorskla River, and how many of those countries does each basin span?",E
cypherbench:1153,37fd4b3e-036c-4a78-938e-10f7d08b6e72,cypherbench,geography,alias,attested,1-sample,2,Ocean,name,Atlantic Ocean,the Atlantick,"What is the name of the shortest river that flows into another river, which then flows into the Atlantick?",A;E
mindthequery:45,Complex_Aggregation_test:38,mindthequery,covid,casing,algorithmic,2-sample,2,Person,healthstatus,sick,SICK,"For each type of place, determine the average visit duration (in seconds) and the percentage of visits made by persons confirmed to be SICK after the visit started. Return the place type, average duration, and percentage of visits made by persons confirmed SICK after the visit.",B;C
cypherbench:831,0545330c-2fcb-48ff-87c9-edccff07d506,cypherbench,company,alias,attested,1-sample,2,Industry,name,electronics,electronic devices,"What are the names of countries where companies in the electronic devices industry are based, and how many such companies are there in each country?",B;D
cypherbench:1275,05f2b3fb-81dd-4f7f-931c-6f6c54c4574e,cypherbench,geography,abbrev,attested,1-sample,2,Country,name,Chile,CL,"What are the names of drainage basins located in CL, and how many lakes are part of each?",B;E
